Voltage, ChB, Run #1
Time ( s )	Voltage ( V )
3,4500	0,005
3,4750	0,006
3,5000	0,007
3,5250	0,005
3,5500	0,005
3,5750	0,007
3,6000	0,009
3,6250	0,009
3,6500	0,010
3,6750	0,008
3,7000	0,007
3,7250	0,002
3,7500	0,005
3,7750	0,004
3,8000	0,005
3,8250	0,009
3,8500	0,010
3,8750	0,001
3,9000	0,002
3,9250	0,008
3,9500	0,010
3,9750	0,007
4,0000	0,009
4,0250	0,000
4,0500	0,002
4,0750	0,007
4,1000	0,009
4,1250	0,003
4,1500	0,004
4,1750	0,004
4,2000	0,005
4,2250	0,002
4,2500	0,002
4,2750	0,005
4,3000	0,005
4,3250	0,004
4,3500	0,006
4,3750	0,006
4,4000	0,008
4,4250	0,001
4,4500	0,002
4,4750	0,002
4,5000	0,005
4,5250	0,010
4,5500	0,012
4,5750	0,003
4,6000	0,004
4,6250	0,006
4,6500	0,009
4,6750	0,002
4,7000	0,005
4,7250	0,010
4,7500	0,010
4,7750	0,001
4,8000	6,104E-4
4,8250	0,007
4,8500	0,009
4,8750	0,008
4,9000	0,008
4,9250	0,005
4,9500	0,005
4,9750	0,002
5,0000	0,001
5,0250	0,004
5,0500	0,004
5,0750	0,003
5,1000	0,006
5,1250	0,005
5,1500	0,006
5,1750	0,007
5,2000	0,000
5,2250	0,001
5,2500	0,007
5,2750	0,005
5,3000	0,005
5,3250	0,005
5,3500	0,004
5,3750	0,005
5,4000	0,007
5,4250	0,007
5,4500	0,005
5,4750	0,005
5,5000	0,006
5,5250	0,005
5,5500	0,010
5,5750	0,011
5,6000	0,004
5,6250	0,005
5,6500	0,007
5,6750	0,007
5,7000	0,008
5,7250	0,008
5,7500	0,007
5,7750	0,007
5,8000	0,004
5,8250	0,005
5,8500	0,006
5,8750	0,008
5,9000	0,007
5,9250	0,007
5,9500	0,005
5,9750	0,006
6,0000	0,004
6,0250	0,005
6,0500	0,004
6,0750	0,005
6,1000	0,009
6,1250	0,009
6,1500	0,003
6,1750	0,004
6,2000	0,007
6,2250	0,008
6,2500	0,013
6,2750	0,014
6,3000	0,011
6,3250	0,012
6,3500	0,009
6,3750	0,007
6,4000	0,006
6,4250	0,006
6,4500	0,009
6,4750	0,009
6,5000	0,012
6,5250	0,010
6,5500	0,012
6,5750	0,012
6,6000	0,009
6,6250	0,010
6,6500	0,010
6,6750	0,011
6,7000	0,012
6,7250	0,012
6,7500	0,013
6,7750	0,014
6,8000	0,016
6,8250	0,017
6,8500	0,016
6,8750	0,020
6,9000	0,013
6,9250	0,015
6,9500	0,017
6,9750	0,016
7,0000	0,018
7,0250	0,018
7,0500	0,012
7,0750	0,013
7,1000	0,019
7,1250	0,020
7,1500	0,021
7,1750	0,023
7,2000	0,023
7,2250	0,023
7,2500	0,017
7,2750	0,017
7,3000	0,021
7,3250	0,021
7,3500	0,025
7,3750	0,026
7,4000	0,029
7,4250	0,030
7,4500	0,021
7,4750	0,020
7,5000	0,023
7,5250	0,023
7,5500	0,023
7,5750	0,024
7,6000	0,029
7,6250	0,030
7,6500	0,024
7,6750	0,025
7,7000	0,036
7,7250	0,036
7,7500	0,026
7,7750	0,027
7,8000	0,035
7,8250	0,036
7,8500	0,030
7,8750	0,031
7,9000	0,038
7,9250	0,037
7,9500	0,031
7,9750	0,032
8,0000	0,034
8,0250	0,035
8,0500	0,035
8,0750	0,034
8,1000	0,040
8,1250	0,040
8,1500	0,032
8,1750	0,034
8,2000	0,042
8,2250	0,042
8,2500	0,037
8,2750	0,038
8,3000	0,042
8,3250	0,042
8,3500	0,037
8,3750	0,037
8,4000	0,040
8,4250	0,039
8,4500	0,035
8,4750	0,037
8,5000	0,048
8,5250	0,046
8,5500	0,044
8,5750	0,045
8,6000	0,046
8,6250	0,046
8,6500	0,043
8,6750	0,043
8,7000	0,050
8,7250	0,051
8,7500	0,044
8,7750	0,045
8,8000	0,055
8,8250	0,055
8,8500	0,048
8,8750	0,049
8,9000	0,048
8,9250	0,050
8,9500	0,047
8,9750	0,048
9,0000	0,052
9,0250	0,054
9,0500	0,051
9,0750	0,051
9,1000	0,062
9,1250	0,062
9,1500	0,043
9,1750	0,046
9,2000	0,055
9,2250	0,055
9,2500	0,049
9,2750	0,049
9,3000	0,057
9,3250	0,057
9,3500	0,054
9,3750	0,054
9,4000	0,058
9,4250	0,059
9,4500	0,052
9,4750	0,054
9,5000	0,059
9,5250	0,059
9,5500	0,057
9,5750	0,056
9,6000	0,062
9,6250	0,063
9,6500	0,059
9,6750	0,061
9,7000	0,060
9,7250	0,060
9,7500	0,057
9,7750	0,059
9,8000	0,066
9,8250	0,067
9,8500	0,065
9,8750	0,067
9,9000	0,067
9,9250	0,068
9,9500	0,068
9,9750	0,069
10,0000	0,064
10,0250	0,065
10,0500	0,063
10,0750	0,065
10,1000	0,068
10,1250	0,069
10,1500	0,066
10,1750	0,067
10,2000	0,068
10,2250	0,069
10,2500	0,074
10,2750	0,073
10,3000	0,068
10,3250	0,069
10,3500	0,069
10,3750	0,071
10,4000	0,076
10,4250	0,076
10,4500	0,075
10,4750	0,074
10,5000	0,071
10,5250	0,071
10,5500	0,074
10,5750	0,077
10,6000	0,073
10,6250	0,073
10,6500	0,074
10,6750	0,075
10,7000	0,081
10,7250	0,079
10,7500	0,081
10,7750	0,081
10,8000	0,077
10,8250	0,078
10,8500	0,079
10,8750	0,081
10,9000	0,081
10,9250	0,080
10,9500	0,082
10,9750	0,082
11,0000	0,081
11,0250	0,082
11,0500	0,088
11,0750	0,089
11,1000	0,082
11,1250	0,084
11,1500	0,083
11,1750	0,085
11,2000	0,079
11,2250	0,081
11,2500	0,088
11,2750	0,087
11,3000	0,082
11,3250	0,082
11,3500	0,085
11,3750	0,087
11,4000	0,085
11,4250	0,087
11,4500	0,085
11,4750	0,087
11,5000	0,089
11,5250	0,091
11,5500	0,092
11,5750	0,094
11,6000	0,092
11,6250	0,093
11,6500	0,092
11,6750	0,093
11,7000	0,086
11,7250	0,087
11,7500	0,091
11,7750	0,093
11,8000	0,094
11,8250	0,096
11,8500	0,096
11,8750	0,096
11,9000	0,087
11,9250	0,090
11,9500	0,090
11,9750	0,098
12,0000	0,098
12,0250	0,095
12,0500	0,094
12,0750	0,096
12,1000	0,095
12,1250	0,098
12,1500	0,098
12,1750	0,106
12,2000	0,105
12,2250	0,097
12,2500	0,095
12,2750	0,101
12,3000	0,101
12,3250	0,103
12,3500	0,104
12,3750	0,107
12,4000	0,107
12,4250	0,098
12,4500	0,098
12,4750	0,106
12,5000	0,107
12,5250	0,098
12,5500	0,099
12,5750	0,106
12,6000	0,104
12,6250	0,104
12,6500	0,104
12,6750	0,108
12,7000	0,109
12,7250	0,106
12,7500	0,106
12,7750	0,106
12,8000	0,107
12,8250	0,104
12,8500	0,106
12,8750	0,108
12,9000	0,106
12,9250	0,103
12,9500	0,105
12,9750	0,114
13,0000	0,113
13,0250	0,111
13,0500	0,110
13,0750	0,114
13,1000	0,115
13,1250	0,106
13,1500	0,107
13,1750	0,110
13,2000	0,112
13,2250	0,113
13,2500	0,113
13,2750	0,118
13,3000	0,120
13,3250	0,109
13,3500	0,108
13,3750	0,112
13,4000	0,114
13,4250	0,111
13,4500	0,112
13,4750	0,110
13,5000	0,110
13,5250	0,120
13,5500	0,118
13,5750	0,122
13,6000	0,121
13,6250	0,115
13,6500	0,117
13,6750	0,118
13,7000	0,117
13,7250	0,121
13,7500	0,121
13,7750	0,120
13,8000	0,119
13,8250	0,120
13,8500	0,119
13,8750	0,126
13,9000	0,126
13,9250	0,121
13,9500	0,121
13,9750	0,121
14,0000	0,121
14,0250	0,125
14,0500	0,125
14,0750	0,128
14,1000	0,128
14,1250	0,126
14,1500	0,126
14,1750	0,125
14,2000	0,125
14,2250	0,125
14,2500	0,126
14,2750	0,124
14,3000	0,125
14,3250	0,128
14,3500	0,129
14,3750	0,128
14,4000	0,128
14,4250	0,131
14,4500	0,131
14,4750	0,125
14,5000	0,126
14,5250	0,126
14,5500	0,127
14,5750	0,125
14,6000	0,125
14,6250	0,126
14,6500	0,126
14,6750	0,132
14,7000	0,134
14,7250	0,131
14,7500	0,132
14,7750	0,128
14,8000	0,126
14,8250	0,132
14,8500	0,134
14,8750	0,129
14,9000	0,131
14,9250	0,133
14,9500	0,131
14,9750	0,132
15,0000	0,131
15,0250	0,134
15,0500	0,134
15,0750	0,131
15,1000	0,131
15,1250	0,140
15,1500	0,141
15,1750	0,136
15,2000	0,134
15,2250	0,135
15,2500	0,136
15,2750	0,131
15,3000	0,132
15,3250	0,138
15,3500	0,137
15,3750	0,137
15,4000	0,137
15,4250	0,146
15,4500	0,146
15,4750	0,139
15,5000	0,140
15,5250	0,139
15,5500	0,139
15,5750	0,139
15,6000	0,140
15,6250	0,143
15,6500	0,144
15,6750	0,143
15,7000	0,143
15,7250	0,148
15,7500	0,150
15,7750	0,144
15,8000	0,145
15,8250	0,147
15,8500	0,148
15,8750	0,143
15,9000	0,144
15,9250	0,147
15,9500	0,150
15,9750	0,145
16,0000	0,146
16,0250	0,145
16,0500	0,145
16,0750	0,143
16,1000	0,145
16,1250	0,151
16,1500	0,152
16,1750	0,145
16,2000	0,147
16,2250	0,154
16,2500	0,156
16,2750	0,146
16,3000	0,146
16,3250	0,150
16,3500	0,151
16,3750	0,150
16,4000	0,151
16,4250	0,153
16,4500	0,154
16,4750	0,147
16,5000	0,149
16,5250	0,165
16,5500	0,165
16,5750	0,162
16,6000	0,164
16,6250	0,161
16,6500	0,162
16,6750	0,162
16,7000	0,163
16,7250	0,175
16,7500	0,175
16,7750	0,170
16,8000	0,172
16,8250	0,187
16,8500	0,187
16,8750	0,179
16,9000	0,181
16,9250	0,195
16,9500	0,196
16,9750	0,192
17,0000	0,195
17,0250	0,211
17,0500	0,212
17,0750	0,209
17,1000	0,209
17,1250	0,219
17,1500	0,221
17,1750	0,218
17,2000	0,217
17,2250	0,225
17,2500	0,226
17,2750	0,225
17,3000	0,225
17,3250	0,229
17,3500	0,231
17,3750	0,231
17,4000	0,229
17,4250	0,228
17,4500	0,228
17,4750	0,232
17,5000	0,232
17,5250	0,229
17,5500	0,228
17,5750	0,219
17,6000	0,220
17,6250	0,230
17,6500	0,229
17,6750	0,229
17,7000	0,230
17,7250	0,228
17,7500	0,229
17,7750	0,226
17,8000	0,226
17,8250	0,232
17,8500	0,232
17,8750	0,228
17,9000	0,230
17,9250	0,234
17,9500	0,234
17,9750	0,234
18,0000	0,235
18,0250	0,231
18,0500	0,234
18,0750	0,232
18,1000	0,233
18,1250	0,234
18,1500	0,233
18,1750	0,234
18,2000	0,236
18,2250	0,230
18,2500	0,230
18,2750	0,228
18,3000	0,229
18,3250	0,225
18,3500	0,226
18,3750	0,225
18,4000	0,228
18,4250	0,228
18,4500	0,228
18,4750	0,227
18,5000	0,225
18,5250	0,225
18,5500	0,215
18,5750	0,218
18,6000	0,219
18,6250	0,218
18,6500	0,214
18,6750	0,216
18,7000	0,220
18,7250	0,220
18,7500	0,212
18,7750	0,214
18,8000	0,214
18,8250	0,215
18,8500	0,208
18,8750	0,208
18,9000	0,207
18,9250	0,208
18,9500	0,205
18,9750	0,204
19,0000	0,204
19,0250	0,206
19,0500	0,204
19,0750	0,204
19,1000	0,192
19,1250	0,193
19,1500	0,199
19,1750	0,201
19,2000	0,192
19,2250	0,193
19,2500	0,192
19,2750	0,194
19,3000	0,193
19,3250	0,193
19,3500	0,192
19,3750	0,193
19,4000	0,189
19,4250	0,190
19,4500	0,183
19,4750	0,184
19,5000	0,181
19,5250	0,182
19,5500	0,188
19,5750	0,187
19,6000	0,186
19,6250	0,186
19,6500	0,186
19,6750	0,184
19,7000	0,181
19,7250	0,182
19,7500	0,187
19,7750	0,187
19,8000	0,181
19,8250	0,184
19,8500	0,184
19,8750	0,183
19,9000	0,180
19,9250	0,181
19,9500	0,183
19,9750	0,183
20,0000	0,179
20,0250	0,181
20,0500	0,189
20,0750	0,188
20,1000	0,186
20,1250	0,187
20,1500	0,189
20,1750	0,189
20,2000	0,186
20,2250	0,186
20,2500	0,193
20,2750	0,192
20,3000	0,189
20,3250	0,192
20,3500	0,202
20,3750	0,203
20,4000	0,200
20,4250	0,199
20,4500	0,204
20,4750	0,203
20,5000	0,200
20,5250	0,201
20,5500	0,208
20,5750	0,208
20,6000	0,202
20,6250	0,204
20,6500	0,208
20,6750	0,209
20,7000	0,208
20,7250	0,209
20,7500	0,204
20,7750	0,204
20,8000	0,208
20,8250	0,206
20,8500	0,206
20,8750	0,206
20,9000	0,212
20,9250	0,212
20,9500	0,204
20,9750	0,208
21,0000	0,208
21,0250	0,208
21,0500	0,204
21,0750	0,206
21,1000	0,200
21,1250	0,201
21,1500	0,207
21,1750	0,206
21,2000	0,202
21,2250	0,204
21,2500	0,208
21,2750	0,206
21,3000	0,203
21,3250	0,203
21,3500	0,201
21,3750	0,203
21,4000	0,204
21,4250	0,206
21,4500	0,208
21,4750	0,209
21,5000	0,208
21,5250	0,206
21,5500	0,206
21,5750	0,208
21,6000	0,203
21,6250	0,204
21,6500	0,205
21,6750	0,206
21,7000	0,211
21,7250	0,211
21,7500	0,210
21,7750	0,209
21,8000	0,210
21,8250	0,212
21,8500	0,204
21,8750	0,204
21,9000	0,208
21,9250	0,207
21,9500	0,208
21,9750	0,210
22,0000	0,209
22,0250	0,209
22,0500	0,201
22,0750	0,202
22,1000	0,207
22,1250	0,208
22,1500	0,201
22,1750	0,200
22,2000	0,206
22,2250	0,206
22,2500	0,204
22,2750	0,206
22,3000	0,209
22,3250	0,206
22,3500	0,204
22,3750	0,206
22,4000	0,209
22,4250	0,210
22,4500	0,206
22,4750	0,206
22,5000	0,211
22,5250	0,214
22,5500	0,208
22,5750	0,206
22,6000	0,213
22,6250	0,213
22,6500	0,205
22,6750	0,206
22,7000	0,210
22,7250	0,209
22,7500	0,208
22,7750	0,208
22,8000	0,212
22,8250	0,212
22,8500	0,208
22,8750	0,209
22,9000	0,212
22,9250	0,211
22,9500	0,208
22,9750	0,211
23,0000	0,214
23,0250	0,214
23,0500	0,215
23,0750	0,216
23,1000	0,219
23,1250	0,222
23,1500	0,214
23,1750	0,212
23,2000	0,217
23,2250	0,219
23,2500	0,219
23,2750	0,218
23,3000	0,227
23,3250	0,225
23,3500	0,223
23,3750	0,225
23,4000	0,223
23,4250	0,222
23,4500	0,218
23,4750	0,216
23,5000	0,223
23,5250	0,225
23,5500	0,221
23,5750	0,222
23,6000	0,229
23,6250	0,228
23,6500	0,223
23,6750	0,223
23,7000	0,228
23,7250	0,229
23,7500	0,223
23,7750	0,223
23,8000	0,233
23,8250	0,233
23,8500	0,230
23,8750	0,233
23,9000	0,232
23,9250	0,233
23,9500	0,225
23,9750	0,226
24,0000	0,234
24,0250	0,233
24,0500	0,229
24,0750	0,233
24,1000	0,232
24,1250	0,234
24,1500	0,234
24,1750	0,234
24,2000	0,237
24,2250	0,237
24,2500	0,231
24,2750	0,232
24,3000	0,232
24,3250	0,234
24,3500	0,238
24,3750	0,237
24,4000	0,239
24,4250	0,237
24,4500	0,240
24,4750	0,240
24,5000	0,236
24,5250	0,237
24,5500	0,237
24,5750	0,236
24,6000	0,240
24,6250	0,240
24,6500	0,244
24,6750	0,244
24,7000	0,242
24,7250	0,245
24,7500	0,240
24,7750	0,245
24,8000	0,244
24,8250	0,244
24,8500	0,247
24,8750	0,243
24,9000	0,245
24,9250	0,246
24,9500	0,245
24,9750	0,247
25,0000	0,245
25,0250	0,248
25,0500	0,250
25,0750	0,247
25,1000	0,250
25,1250	0,246
25,1500	0,247
25,1750	0,250
25,2000	0,248
25,2250	0,254
25,2500	0,256
25,2750	0,247
25,3000	0,250
25,3250	0,250
25,3500	0,251
25,3750	0,251
25,4000	0,251
25,4250	0,253
25,4500	0,255
25,4750	0,251
25,5000	0,254
25,5250	0,259
25,5500	0,256
25,5750	0,257
25,6000	0,258
25,6250	0,251
25,6500	0,252
25,6750	0,256
25,7000	0,258
25,7250	0,254
25,7500	0,255
25,7750	0,259
25,8000	0,261
25,8250	0,260
25,8500	0,261
25,8750	0,258
25,9000	0,260
25,9250	0,259
25,9500	0,261
25,9750	0,261
26,0000	0,262
26,0250	0,262
26,0500	0,262
26,0750	0,263
26,1000	0,264
26,1250	0,260
26,1500	0,262
26,1750	0,263
26,2000	0,266
26,2250	0,261
26,2500	0,260
26,2750	0,270
26,3000	0,271
26,3250	0,268
26,3500	0,270
26,3750	0,263
26,4000	0,265
26,4250	0,266
26,4500	0,265
26,4750	0,267
26,5000	0,269
26,5250	0,264
26,5500	0,266
26,5750	0,276
26,6000	0,276
26,6250	0,268
26,6500	0,267
26,6750	0,273
26,7000	0,275
26,7250	0,267
26,7500	0,270
26,7750	0,273
26,8000	0,272
26,8250	0,273
26,8500	0,274
26,8750	0,278
26,9000	0,279
26,9250	0,275
26,9500	0,278
26,9750	0,278
27,0000	0,277
27,0250	0,272
27,0500	0,272
27,0750	0,279
27,1000	0,283
27,1250	0,276
27,1500	0,275
27,1750	0,282
27,2000	0,283
27,2250	0,266
27,2500	0,268
27,2750	0,276
27,3000	0,279
27,3250	0,276
27,3500	0,275
27,3750	0,286
27,4000	0,287
27,4250	0,278
27,4500	0,279
27,4750	0,281
27,5000	0,283
27,5250	0,280
27,5500	0,278
27,5750	0,287
27,6000	0,287
27,6250	0,277
27,6500	0,278
27,6750	0,289
27,7000	0,289
27,7250	0,286
27,7500	0,285
27,7750	0,284
27,8000	0,287
27,8250	0,281
27,8500	0,281
27,8750	0,291
27,9000	0,292
27,9250	0,289
27,9500	0,288
27,9750	0,289
28,0000	0,291
28,0250	0,292
28,0500	0,292
28,0750	0,289
28,1000	0,288
28,1250	0,287
28,1500	0,287
28,1750	0,292
28,2000	0,294
28,2250	0,289
28,2500	0,287
28,2750	0,293
28,3000	0,293
28,3250	0,291
28,3500	0,291
28,3750	0,292
28,4000	0,294
28,4250	0,292
28,4500	0,291
28,4750	0,297
28,5000	0,298
28,5250	0,293
28,5500	0,294
28,5750	0,291
28,6000	0,291
28,6250	0,292
28,6500	0,292
28,6750	0,300
28,7000	0,300
28,7250	0,298
28,7500	0,300
28,7750	0,298
28,8000	0,298
28,8250	0,300
28,8500	0,300
28,8750	0,297
28,9000	0,299
28,9250	0,300
28,9500	0,301
28,9750	0,306
29,0000	0,308
29,0250	0,300
29,0500	0,300
29,0750	0,306
29,1000	0,308
29,1250	0,299
29,1500	0,303
29,1750	0,306
29,2000	0,305
29,2250	0,305
29,2500	0,306
29,2750	0,305
29,3000	0,305
29,3250	0,311
29,3500	0,310
29,3750	0,305
29,4000	0,305
29,4250	0,304
29,4500	0,306
29,4750	0,308
29,5000	0,310
29,5250	0,311
29,5500	0,308
29,5750	0,313
29,6000	0,314
29,6250	0,306
29,6500	0,305
29,6750	0,309
29,7000	0,309
29,7250	0,309
29,7500	0,312
29,7750	0,314
29,8000	0,318
29,8250	0,316
29,8500	0,317
29,8750	0,314
29,9000	0,316
29,9250	0,317
29,9500	0,318
29,9750	0,320
30,0000	0,323
30,0250	0,312
30,0500	0,314
30,0750	0,317
30,1000	0,318
30,1250	0,318
30,1500	0,320
30,1750	0,319
30,2000	0,322
30,2250	0,317
30,2500	0,317
30,2750	0,321
30,3000	0,321
30,3250	0,323
30,3500	0,323
30,3750	0,319
30,4000	0,320
30,4250	0,317
30,4500	0,317
30,4750	0,320
30,5000	0,321
30,5250	0,320
30,5500	0,322
30,5750	0,326
30,6000	0,328
30,6250	0,328
30,6500	0,327
30,6750	0,326
30,7000	0,330
30,7250	0,322
30,7500	0,322
30,7750	0,328
30,8000	0,326
30,8250	0,328
30,8500	0,329
30,8750	0,328
30,9000	0,329
30,9250	0,327
30,9500	0,328
30,9750	0,328
31,0000	0,328
31,0250	0,328
31,0500	0,327
31,0750	0,331
31,1000	0,333
31,1250	0,331
31,1500	0,333
31,1750	0,332
31,2000	0,333
31,2250	0,334
31,2500	0,007
31,2750	0,007
31,3000	0,002
31,3250	6,104E-4
31,3500	0,005
31,3750	0,008
31,4000	0,004
31,4250	0,005
31,4500	0,012
31,4750	0,010
31,5000	0,005
31,5250	0,006
31,5500	0,006
31,5750	0,007
31,6000	0,003
31,6250	0,005
31,6500	0,009
31,6750	0,007
31,7000	0,010
31,7250	0,012
31,7500	0,005
31,7750	0,006
31,8000	0,004
31,8250	0,004
31,8500	0,008
31,8750	0,008
31,9000	0,005
31,9250	0,010
31,9500	0,005
31,9750	0,008
32,0000	0,004
32,0250	0,002
32,0500	0,005
32,0750	0,007
32,1000	0,005
32,1250	0,008
32,1500	0,004
32,1750	0,005
32,2000	0,005
32,2250	0,004
32,2500	0,008
32,2750	0,009
32,3000	0,003
32,3250	0,005
32,3500	0,009
32,3750	0,010
32,4000	0,007
32,4250	0,005
32,4500	0,005
32,4750	0,005
32,5000	0,005
32,5250	0,009
32,5500	0,004
32,5750	0,004
32,6000	0,008
32,6250	0,007
32,6500	0,004
32,6750	0,005
32,7000	0,006
32,7250	0,009
32,7500	0,001
32,7750	0,002
32,8000	0,007
32,8250	0,006
32,8500	0,002
32,8750	0,002
32,9000	0,006
32,9250	0,006
32,9500	0,004
32,9750	0,005
33,0000	0,008
33,0250	0,010
33,0500	6,104E-4
33,0750	-0,001
33,1000	0,009
33,1250	0,009
33,1500	0,005
33,1750	0,006
33,2000	0,002
33,2250	0,005
33,2500	0,006
33,2750	0,007
33,3000	0,004
33,3250	0,002
33,3500	0,005
33,3750	0,007
33,4000	0,004
33,4250	0,005
33,4500	0,005
33,4750	0,009
33,5000	0,005
33,5250	0,005
33,5500	0,007
33,5750	0,009
33,6000	0,002
33,6250	0,003
33,6500	0,002
33,6750	0,004
33,7000	0,002
33,7250	6,104E-4
33,7500	0,007
33,7750	0,009
33,8000	0,006
33,8250	0,009
33,8500	0,003
33,8750	0,002
33,9000	0,005
33,9250	0,004
33,9500	0,004
33,9750	0,005
34,0000	0,010
34,0250	0,009
34,0500	0,002
34,0750	0,005
34,1000	0,009
34,1250	0,010
34,1500	0,005
34,1750	0,003
34,2000	0,009
34,2250	0,009
34,2500	0,003
34,2750	0,005
34,3000	0,007
34,3250	0,009
34,3500	0,005
34,3750	0,005
34,4000	0,006
34,4250	0,003
34,4500	0,007
34,4750	0,007
34,5000	0,003
34,5250	0,004
34,5500	0,003
34,5750	0,004
34,6000	0,002
34,6250	0,003
34,6500	0,002
34,6750	0,004
34,7000	0,005
34,7250	0,004
34,7500	0,008
34,7750	0,010
34,8000	0,004
34,8250	0,005
34,8500	0,003
34,8750	0,004
34,9000	0,004
34,9250	0,003
34,9500	0,009
34,9750	0,010
35,0000	0,005
35,0250	0,007
35,0500	0,002
35,0750	0,004
35,1000	0,007
35,1250	0,008
35,1500	0,002
35,1750	0,003
35,2000	0,005
35,2250	0,005
35,2500	0,001
35,2750	0,004
35,3000	0,009
35,3250	0,010
35,3500	0,003
35,3750	0,004
35,4000	0,004
35,4250	0,005
35,4500	0,004
35,4750	0,004
35,5000	0,007
35,5250	0,007
35,5500	0,005
35,5750	0,006
35,6000	0,002
