Voltage, ChB, Run #4
Time ( s )	Voltage ( V )
38,5750	0,004
38,6000	0,005
38,6250	0,007
38,6500	0,009
38,6750	0,004
38,7000	0,005
38,7250	0,006
38,7500	0,007
38,7750	0,004
38,8000	0,004
38,8250	0,007
38,8500	0,007
38,8750	0,005
38,9000	0,006
38,9250	0,010
38,9500	0,011
38,9750	0,002
39,0000	0,003
