Voltage, ChB, Run #5
Time ( s )	Voltage ( V )
38,3750	0,015
38,4000	0,017
38,4250	0,016
38,4500	0,015
38,4750	0,018
38,5000	0,016
38,5250	0,016
38,5500	0,019
38,5750	0,020
38,6000	0,012
38,6250	0,015
38,6500	0,017
38,6750	0,017
38,7000	0,018
38,7250	0,018
38,7500	0,016
38,7750	0,019
38,8000	0,020
38,8250	0,018
38,8500	0,019
38,8750	0,014
38,9000	0,015
38,9250	0,016
38,9500	0,018
38,9750	0,016
39,0000	0,015
39,0250	0,019
39,0500	0,017
39,0750	0,010
39,1000	0,013
39,1250	0,019
39,1500	0,020
39,1750	0,015
39,2000	0,015
