Voltage, ChB, Run #4
Time ( s )	Voltage ( V )
9,1500	0,164
9,1750	0,160
9,2000	0,162
9,2250	0,168
9,2500	0,168
9,2750	0,167
9,3000	0,168
9,3250	0,174
9,3500	0,175
9,3750	0,175
9,4000	0,173
9,4250	0,182
9,4500	0,182
9,4750	0,177
9,5000	0,179
9,5250	0,184
9,5500	0,184
9,5750	0,185
9,6000	0,186
9,6250	0,188
9,6500	0,190
9,6750	0,190
9,7000	0,190
9,7250	0,191
9,7500	0,195
9,7750	0,194
9,8000	0,196
9,8250	0,201
9,8500	0,200
9,8750	0,197
9,9000	0,198
9,9250	0,202
9,9500	0,203
9,9750	0,206
10,0000	0,209
10,0250	0,204
10,0500	0,205
10,0750	0,214
10,1000	0,215
10,1250	0,212
10,1500	0,215
10,1750	0,215
10,2000	0,215
10,2250	0,220
10,2500	0,220
10,2750	0,223
10,3000	0,224
10,3250	0,223
10,3500	0,223
10,3750	0,228
10,4000	0,231
10,4250	0,225
10,4500	0,226
10,4750	0,229
10,5000	0,233
10,5250	0,233
10,5500	0,235
10,5750	0,240
10,6000	0,242
10,6250	0,241
10,6500	0,244
10,6750	0,244
10,7000	0,244
10,7250	0,245
10,7500	0,248
10,7750	0,247
10,8000	0,247
10,8250	0,251
10,8500	0,252
10,8750	0,253
10,9000	0,253
10,9250	0,255
10,9500	0,255
10,9750	0,258
11,0000	0,258
11,0250	0,264
11,0500	0,263
11,0750	0,260
11,1000	0,264
11,1250	0,266
11,1500	0,266
11,1750	0,265
11,2000	0,268
11,2250	0,266
11,2500	0,269
11,2750	0,270
11,3000	0,272
11,3250	0,271
11,3500	0,273
11,3750	0,276
11,4000	0,277
11,4250	0,277
11,4500	0,279
11,4750	0,284
11,5000	0,285
11,5250	0,281
11,5500	0,281
11,5750	0,292
11,6000	0,294
11,6250	0,287
11,6500	0,286
11,6750	0,299
11,7000	0,300
11,7250	0,297
11,7500	0,298
11,7750	0,312
11,8000	0,314
11,8250	0,309
11,8500	0,308
11,8750	0,332
11,9000	0,334
11,9250	0,335
11,9500	0,335
11,9750	0,336
12,0000	0,353
12,0250	0,354
12,0500	0,354
12,0750	0,353
12,1000	0,363
12,1250	0,364
12,1500	0,363
12,1750	0,362
12,2000	0,369
12,2250	0,370
12,2500	0,374
12,2750	0,374
12,3000	0,386
12,3250	0,386
12,3500	0,381
12,3750	0,380
12,4000	0,389
12,4250	0,385
12,4500	0,391
12,4750	0,392
12,5000	0,392
12,5250	0,390
12,5500	0,388
12,5750	0,391
12,6000	0,392
12,6250	0,391
12,6500	0,389
12,6750	0,391
12,7000	0,386
12,7250	0,386
12,7500	0,381
12,7750	0,382
12,8000	0,389
12,8250	0,391
12,8500	0,381
12,8750	0,380
12,9000	0,385
12,9250	0,386
12,9500	0,377
12,9750	0,377
13,0000	0,383
13,0250	0,383
13,0500	0,374
13,0750	0,374
13,1000	0,381
13,1250	0,382
13,1500	0,377
13,1750	0,376
13,2000	0,388
13,2250	0,390
13,2500	0,381
13,2750	0,381
13,3000	0,397
13,3250	0,397
13,3500	0,387
13,3750	0,388
13,4000	0,403
13,4250	0,403
13,4500	0,393
13,4750	0,392
13,5000	0,407
13,5250	0,406
13,5500	0,395
13,5750	0,395
13,6000	0,411
13,6250	0,410
13,6500	0,402
13,6750	0,400
13,7000	0,413
13,7250	0,414
13,7500	0,405
13,7750	0,404
13,8000	0,411
13,8250	0,413
13,8500	0,411
13,8750	0,411
13,9000	0,414
13,9250	0,416
13,9500	0,413
13,9750	0,413
14,0000	0,415
14,0250	0,414
14,0500	0,414
14,0750	0,413
14,1000	0,419
14,1250	0,419
14,1500	0,413
14,1750	0,414
14,2000	0,422
14,2250	0,422
14,2500	0,414
14,2750	0,415
14,3000	0,424
14,3250	0,422
14,3500	0,421
14,3750	0,423
14,4000	0,431
14,4250	0,432
14,4500	0,428
14,4750	0,428
14,5000	0,437
14,5250	0,436
14,5500	0,432
14,5750	0,432
14,6000	0,441
14,6250	0,442
14,6500	0,438
14,6750	0,439
14,7000	0,450
14,7250	0,449
14,7500	0,441
14,7750	0,443
14,8000	0,455
14,8250	0,454
14,8500	0,448
14,8750	0,449
14,9000	0,460
14,9250	0,456
14,9500	0,450
14,9750	0,450
15,0000	0,462
15,0250	0,461
15,0500	0,463
15,0750	0,461
15,1000	0,471
15,1250	0,471
15,1500	0,466
15,1750	0,468
15,2000	0,471
15,2250	0,471
15,2500	0,473
15,2750	0,475
15,3000	0,479
15,3250	0,478
15,3500	0,480
15,3750	0,481
15,4000	0,486
15,4250	0,487
15,4500	0,486
15,4750	0,486
15,5000	0,490
15,5250	0,492
15,5500	0,494
15,5750	0,493
15,6000	0,495
15,6250	0,497
15,6500	0,495
15,6750	0,494
15,7000	0,501
15,7250	0,501
15,7500	0,501
15,7750	0,501
15,8000	0,506
15,8250	0,503
15,8500	0,508
15,8750	0,508
15,9000	0,515
15,9250	0,513
15,9500	0,514
15,9750	0,514
16,0000	0,518
16,0250	0,519
16,0500	0,519
16,0750	0,519
16,1000	0,525
16,1250	0,526
16,1500	0,524
16,1750	0,525
16,2000	0,529
16,2250	0,532
16,2500	0,532
16,2750	0,533
16,3000	0,540
16,3250	0,539
16,3500	0,544
16,3750	0,543
16,4000	0,545
16,4250	0,543
16,4500	0,549
16,4750	0,549
16,5000	0,552
16,5250	0,552
16,5500	0,552
16,5750	0,552
16,6000	0,557
16,6250	0,557
16,6500	0,559
16,6750	0,559
16,7000	0,560
16,7250	0,561
16,7500	0,561
16,7750	0,562
16,8000	0,563
16,8250	0,565
16,8500	0,572
16,8750	0,574
16,9000	0,575
16,9250	0,574
16,9500	0,576
16,9750	0,576
17,0000	0,576
17,0250	0,577
17,0500	0,578
17,0750	0,579
17,1000	0,578
17,1250	0,580
17,1500	0,585
17,1750	0,585
17,2000	0,589
17,2250	0,591
17,2500	0,591
17,2750	0,592
17,3000	0,597
17,3250	0,596
17,3500	0,592
17,3750	0,594
17,4000	0,601
17,4250	0,600
17,4500	0,599
17,4750	0,601
17,5000	0,608
17,5250	0,610
17,5500	0,607
17,5750	0,605
17,6000	0,616
17,6250	0,616
17,6500	0,613
17,6750	0,613
17,7000	0,624
17,7250	0,625
17,7500	0,629
17,7750	0,629
17,8000	0,625
17,8250	0,626
17,8500	0,628
17,8750	0,630
17,9000	0,631
17,9250	0,632
17,9500	0,635
17,9750	0,637
18,0000	0,638
18,0250	0,640
18,0500	0,640
18,0750	0,640
18,1000	0,645
18,1250	0,645
18,1500	0,647
18,1750	0,647
18,2000	0,650
18,2250	0,650
18,2500	0,652
18,2750	0,655
18,3000	0,652
18,3250	0,654
18,3500	0,656
18,3750	0,656
18,4000	0,663
18,4250	0,666
18,4500	0,666
18,4750	0,662
18,5000	0,662
18,5250	0,668
18,5500	0,669
18,5750	0,672
18,6000	0,670
18,6250	0,679
18,6500	0,679
18,6750	0,673
18,7000	0,674
18,7250	0,681
18,7500	0,680
18,7750	0,681
18,8000	0,682
18,8250	0,690
18,8500	0,689
18,8750	0,684
18,9000	0,685
18,9250	0,691
18,9500	0,692
18,9750	0,693
19,0000	0,694
19,0250	0,696
19,0500	0,700
19,0750	0,706
19,1000	0,706
19,1250	0,705
19,1500	0,709
19,1750	0,705
19,2000	0,707
19,2250	0,713
19,2500	0,714
19,2750	0,711
19,3000	0,712
19,3250	0,715
19,3500	0,717
19,3750	0,720
19,4000	0,721
19,4250	0,721
19,4500	0,723
19,4750	0,723
19,5000	0,725
19,5250	0,728
19,5500	0,729
19,5750	0,731
19,6000	0,732
19,6250	0,731
19,6500	0,731
19,6750	0,728
19,7000	0,728
19,7250	0,732
19,7500	0,731
19,7750	0,735
19,8000	0,736
19,8250	0,742
19,8500	0,742
19,8750	0,742
19,9000	0,742
19,9250	0,747
19,9500	0,748
19,9750	0,752
20,0000	0,752
20,0250	0,757
20,0500	0,757
20,0750	0,753
20,1000	0,754
20,1250	0,766
20,1500	0,764
20,1750	0,766
20,2000	0,767
20,2250	0,767
20,2500	0,768
20,2750	0,764
20,3000	0,764
20,3250	0,770
20,3500	0,772
20,3750	0,780
20,4000	0,778
20,4250	0,782
20,4500	0,785
20,4750	0,781
20,5000	0,781
20,5250	0,784
20,5500	0,784
20,5750	0,786
20,6000	0,787
20,6250	0,787
20,6500	0,786
20,6750	0,790
20,7000	0,790
20,7250	0,797
20,7500	0,796
20,7750	0,799
20,8000	0,798
20,8250	0,801
20,8500	0,802
20,8750	0,803
20,9000	0,802
20,9250	0,806
20,9500	0,806
20,9750	0,806
21,0000	0,805
21,0250	0,814
21,0500	0,814
21,0750	0,815
21,1000	0,815
21,1250	0,819
21,1500	0,817
21,1750	0,816
21,2000	0,818
21,2250	0,826
21,2500	0,826
21,2750	0,828
21,3000	0,829
21,3250	0,833
21,3500	0,831
21,3750	0,834
21,4000	0,837
21,4250	0,843
21,4500	0,842
21,4750	0,845
21,5000	0,843
21,5250	0,849
21,5500	0,850
21,5750	0,853
21,6000	0,850
21,6250	0,860
21,6500	0,861
21,6750	0,867
21,7000	0,864
21,7250	0,873
21,7500	0,872
21,7750	0,881
21,8000	0,881
21,8250	0,889
21,8500	0,889
21,8750	0,889
21,9000	0,889
21,9250	0,895
21,9500	0,896
21,9750	0,903
22,0000	0,903
22,0250	0,905
22,0500	0,905
22,0750	0,908
22,1000	0,908
22,1250	0,914
22,1500	0,914
22,1750	0,911
22,2000	0,911
22,2250	0,923
22,2500	0,924
22,2750	0,919
22,3000	0,919
22,3250	0,926
22,3500	0,925
22,3750	0,924
22,4000	0,923
22,4250	0,928
22,4500	0,928
22,4750	0,924
22,5000	0,924
22,5250	0,928
22,5500	0,928
22,5750	0,925
22,6000	0,925
22,6250	0,938
22,6500	0,937
22,6750	0,936
22,7000	0,936
22,7250	0,942
22,7500	0,942
22,7750	0,938
22,8000	0,940
22,8250	0,941
22,8500	0,938
22,8750	0,941
22,9000	0,941
22,9250	0,944
22,9500	0,943
22,9750	0,947
23,0000	0,949
23,0250	0,953
23,0500	0,953
23,0750	0,955
23,1000	0,955
23,1250	0,960
23,1500	0,963
23,1750	0,958
23,2000	0,959
23,2250	0,968
23,2500	0,970
23,2750	0,969
23,3000	0,967
23,3250	0,980
23,3500	0,982
23,3750	0,973
23,4000	0,972
23,4250	0,984
23,4500	0,985
23,4750	0,978
23,5000	0,977
23,5250	0,990
23,5500	0,992
23,5750	0,981
23,6000	0,980
23,6250	0,994
23,6500	0,996
23,6750	0,987
23,7000	0,988
23,7250	1,000
23,7500	0,999
23,7750	0,995
23,8000	0,995
23,8250	1,003
23,8500	1,007
23,8750	0,999
23,9000	0,998
23,9250	1,005
23,9500	1,007
23,9750	1,004
24,0000	1,004
24,0250	1,015
24,0500	1,017
24,0750	1,009
24,1000	1,010
24,1250	1,022
24,1500	1,022
24,1750	1,019
24,2000	1,020
24,2250	1,030
24,2500	1,030
24,2750	1,021
24,3000	1,021
24,3250	1,039
24,3500	1,037
24,3750	1,025
24,4000	1,026
24,4250	1,038
24,4500	1,037
24,4750	1,035
24,5000	1,036
24,5250	1,051
24,5500	1,050
24,5750	1,041
24,6000	1,041
24,6250	1,055
24,6500	1,056
24,6750	1,047
24,7000	1,049
24,7250	1,066
24,7500	1,066
24,7750	1,055
24,8000	1,055
24,8250	1,067
24,8500	1,069
24,8750	1,064
24,9000	1,064
24,9250	1,065
24,9500	1,075
24,9750	1,075
25,0000	1,069
25,0250	1,069
25,0500	1,082
25,0750	1,082
25,1000	1,074
25,1250	1,075
25,1500	1,091
25,1750	1,091
25,2000	1,082
25,2250	1,083
25,2500	1,097
25,2750	1,099
25,3000	1,085
25,3250	1,090
25,3500	1,099
25,3750	1,100
25,4000	1,094
25,4250	1,097
25,4500	1,107
25,4750	1,107
25,5000	1,106
25,5250	1,108
25,5500	1,114
25,5750	1,116
25,6000	1,110
25,6250	1,111
25,6500	1,119
25,6750	1,121
25,7000	1,121
25,7250	1,124
25,7500	1,134
25,7750	1,136
25,8000	1,126
25,8250	1,126
25,8500	1,135
25,8750	1,137
25,9000	1,135
25,9250	1,135
25,9500	1,138
25,9750	1,138
26,0000	1,141
26,0250	1,143
26,0500	1,148
26,0750	1,151
26,1000	1,149
26,1250	1,151
26,1500	1,155
26,1750	1,157
26,2000	1,162
26,2250	1,163
26,2500	1,163
26,2750	1,163
26,3000	1,165
26,3250	1,169
26,3500	1,170
26,3750	1,171
26,4000	1,166
26,4250	1,169
26,4500	1,176
26,4750	1,177
26,5000	1,174
26,5250	1,176
26,5500	1,177
26,5750	1,179
26,6000	1,184
26,6250	1,184
26,6500	1,193
26,6750	1,194
26,7000	1,192
26,7250	1,194
26,7500	1,202
26,7750	1,204
26,8000	1,199
26,8250	1,200
26,8500	1,207
26,8750	1,209
26,9000	1,210
26,9250	1,210
26,9500	1,218
26,9750	1,220
27,0000	1,219
27,0250	1,218
27,0500	1,220
27,0750	1,220
27,1000	1,224
27,1250	1,224
27,1500	1,228
27,1750	1,229
27,2000	1,232
27,2250	1,233
27,2500	1,236
27,2750	1,237
27,3000	1,238
27,3250	1,240
27,3500	1,245
27,3750	1,244
27,4000	1,245
27,4250	1,247
27,4500	1,249
27,4750	1,248
27,5000	1,256
27,5250	1,259
27,5500	1,257
27,5750	1,257
27,6000	1,260
27,6250	1,261
27,6500	1,268
27,6750	1,270
27,7000	1,270
27,7250	1,271
27,7500	1,278
27,7750	1,279
27,8000	1,276
27,8250	1,277
27,8500	1,284
27,8750	1,283
27,9000	1,280
27,9250	1,283
27,9500	1,297
27,9750	1,298
28,0000	1,293
28,0250	1,296
28,0500	1,299
28,0750	1,301
28,1000	1,302
28,1250	1,303
28,1500	1,302
28,1750	1,304
28,2000	1,306
28,2250	1,308
28,2500	1,310
28,2750	1,311
28,3000	1,314
28,3250	1,314
28,3500	1,313
28,3750	1,315
28,4000	1,323
28,4250	1,324
28,4500	1,331
28,4750	1,332
28,5000	1,329
28,5250	1,329
28,5500	1,338
28,5750	1,337
28,6000	1,340
28,6250	1,342
28,6500	1,350
28,6750	1,350
28,7000	1,344
28,7250	1,344
28,7500	1,358
28,7750	1,357
28,8000	1,353
28,8250	1,353
28,8500	1,363
28,8750	1,361
28,9000	1,361
28,9250	1,364
28,9500	1,367
28,9750	1,368
29,0000	1,372
29,0250	1,372
29,0500	1,376
29,0750	1,378
29,1000	1,383
29,1250	1,383
29,1500	1,379
29,1750	1,382
29,2000	1,387
29,2250	1,386
29,2500	1,391
29,2750	1,391
29,3000	1,392
29,3250	1,392
29,3500	1,397
29,3750	1,398
29,4000	1,405
29,4250	1,406
29,4500	1,404
29,4750	1,406
29,5000	1,408
29,5250	1,408
29,5500	1,415
29,5750	1,417
29,6000	1,415
29,6250	1,415
29,6500	1,420
29,6750	1,421
29,7000	1,421
29,7250	1,420
29,7500	1,431
29,7750	1,432
29,8000	1,431
29,8250	1,430
29,8500	1,439
29,8750	1,440
29,9000	1,442
29,9250	1,442
29,9500	1,449
29,9750	1,451
30,0000	1,451
30,0250	1,450
30,0500	1,454
30,0750	1,455
30,1000	1,456
30,1250	1,456
30,1500	1,467
30,1750	1,469
30,2000	1,467
30,2250	1,469
30,2500	1,469
30,2750	1,470
30,3000	1,471
30,3250	1,471
30,3500	1,478
30,3750	1,481
30,4000	1,474
30,4250	1,475
30,4500	1,483
30,4750	1,484
30,5000	1,484
30,5250	1,485
30,5500	1,490
30,5750	1,492
30,6000	1,493
30,6250	1,492
30,6500	1,505
30,6750	1,508
30,7000	1,502
30,7250	1,502
30,7500	1,514
30,7750	1,516
30,8000	1,509
30,8250	1,509
30,8500	1,524
30,8750	1,525
30,9000	1,514
30,9250	1,512
30,9500	1,523
30,9750	1,525
31,0000	1,528
31,0250	1,528
31,0500	1,533
31,0750	1,535
31,1000	1,536
31,1250	1,536
31,1500	1,542
31,1750	1,543
31,2000	1,544
31,2250	1,542
31,2500	1,550
31,2750	1,551
31,3000	1,559
31,3250	1,556
31,3500	1,558
31,3750	1,561
31,4000	1,559
31,4250	0,031
31,4500	0,034
31,4750	0,016
31,5000	0,017
31,5250	0,017
31,5500	0,020
31,5750	0,020
31,6000	0,020
31,6250	0,019
31,6500	0,021
31,6750	0,013
31,7000	0,015
31,7250	0,020
31,7500	0,021
31,7750	0,015
31,8000	0,016
31,8250	0,021
31,8500	0,023
31,8750	0,014
31,9000	0,017
31,9250	0,017
31,9500	0,020
31,9750	0,015
32,0000	0,018
32,0250	0,010
32,0500	0,010
32,0750	0,015
32,1000	0,016
32,1250	0,020
32,1500	0,019
32,1750	0,013
32,2000	0,015
32,2250	0,014
32,2500	0,015
32,2750	0,015
32,3000	0,016
32,3250	0,015
32,3500	0,016
32,3750	0,015
32,4000	0,016
32,4250	0,015
32,4500	0,018
32,4750	0,021
32,5000	0,020
32,5250	0,014
32,5500	0,015
32,5750	0,018
32,6000	0,018
32,6250	0,020
32,6500	0,021
32,6750	0,022
32,7000	0,020
32,7250	0,014
32,7500	0,016
32,7750	0,015
32,8000	0,014
32,8250	0,016
32,8500	0,020
32,8750	0,012
32,9000	0,013
32,9250	0,012
32,9500	0,013
32,9750	0,023
33,0000	0,020
33,0250	0,019
33,0500	0,021
33,0750	0,019
33,1000	0,018
33,1250	0,019
33,1500	0,020
33,1750	0,021
33,2000	0,020
33,2250	0,015
33,2500	0,018
33,2750	0,015
33,3000	0,014
33,3250	0,016
33,3500	0,017
33,3750	0,014
33,4000	0,013
33,4250	0,016
33,4500	0,018
33,4750	0,023
33,5000	0,023
33,5250	0,021
33,5500	0,021
33,5750	0,019
33,6000	0,017
33,6250	0,014
33,6500	0,015
33,6750	0,017
33,7000	0,017
33,7250	0,010
33,7500	0,012
33,7750	0,016
33,8000	0,015
33,8250	0,021
33,8500	0,023
33,8750	0,020
33,9000	0,020
33,9250	0,019
33,9500	0,022
33,9750	0,017
34,0000	0,013
34,0250	0,019
34,0500	0,020
34,0750	0,016
34,1000	0,018
34,1250	0,016
34,1500	0,018
34,1750	0,019
34,2000	0,018
34,2250	0,021
34,2500	0,022
34,2750	0,016
34,3000	0,016
34,3250	0,017
34,3500	0,019
34,3750	0,015
34,4000	0,017
34,4250	0,016
34,4500	0,016
34,4750	0,016
34,5000	0,018
34,5250	0,018
34,5500	0,020
34,5750	0,015
34,6000	0,016
34,6250	0,015
34,6500	0,015
34,6750	0,022
34,7000	0,021
34,7250	0,018
34,7500	0,020
34,7750	0,014
34,8000	0,014
34,8250	0,018
34,8500	0,018
34,8750	0,020
34,9000	0,021
34,9250	0,016
34,9500	0,019
34,9750	0,012
35,0000	0,013
35,0250	0,018
35,0500	0,021
35,0750	0,019
35,1000	0,021
35,1250	0,013
35,1500	0,013
35,1750	0,016
35,2000	0,020
35,2250	0,018
35,2500	0,019
35,2750	0,015
35,3000	0,015
35,3250	0,014
35,3500	0,017
35,3750	0,021
35,4000	0,020
35,4250	0,012
35,4500	0,015
35,4750	0,015
35,5000	0,013
35,5250	0,016
35,5500	0,020
35,5750	0,018
35,6000	0,020
35,6250	0,015
35,6500	0,018
35,6750	0,014
35,7000	0,015
35,7250	0,015
35,7500	0,015
35,7750	0,012
35,8000	0,013
35,8250	0,013
35,8500	0,016
35,8750	0,018
35,9000	0,019
35,9250	0,016
35,9500	0,018
35,9750	0,016
36,0000	0,016
36,0250	0,018
36,0500	0,020
36,0750	0,017
36,1000	0,018
36,1250	0,014
36,1500	0,014
36,1750	0,016
36,2000	0,016
36,2250	0,016
36,2500	0,016
36,2750	0,014
36,3000	0,015
36,3250	0,016
36,3500	0,020
36,3750	0,016
36,4000	0,016
36,4250	0,018
36,4500	0,018
36,4750	0,013
36,5000	0,015
36,5250	0,018
36,5500	0,018
36,5750	0,016
36,6000	0,017
36,6250	0,011
36,6500	0,015
36,6750	0,016
36,7000	0,018
36,7250	0,018
36,7500	0,019
36,7750	0,018
36,8000	0,020
36,8250	0,016
36,8500	0,018
36,8750	0,015
36,9000	0,015
36,9250	0,016
36,9500	0,018
36,9750	0,013
37,0000	0,016
37,0250	0,017
37,0500	0,018
37,0750	0,018
37,1000	0,020
37,1250	0,016
37,1500	0,018
37,1750	0,018
37,2000	0,019
37,2250	0,014
37,2500	0,017
37,2750	0,016
37,3000	0,016
37,3250	0,016
37,3500	0,022
37,3750	0,021
37,4000	0,021
37,4250	0,021
37,4500	0,018
37,4750	0,016
37,5000	0,018
37,5250	0,015
37,5500	0,018
37,5750	0,020
37,6000	0,016
37,6250	0,016
37,6500	0,021
37,6750	0,020
37,7000	0,019
37,7250	0,020
37,7500	0,018
37,7750	0,020
37,8000	0,018
37,8250	0,015
37,8500	0,018
37,8750	0,019
37,9000	0,020
37,9250	0,021
37,9500	0,016
37,9750	0,017
38,0000	0,023
38,0250	0,022
38,0500	0,020
38,0750	0,021
38,1000	0,013
38,1250	0,012
38,1500	0,021
38,1750	0,020
38,2000	0,020
38,2250	0,023
38,2500	0,020
38,2750	0,021
38,3000	0,013
38,3250	0,013
38,3500	0,016
38,3750	0,017
38,4000	0,018
38,4250	0,018
38,4500	0,015
38,4750	0,014
38,5000	0,015
38,5250	0,016
38,5500	0,020
38,5750	0,020
38,6000	0,015
38,6250	0,015
38,6500	0,018
38,6750	0,017
