Voltage, ChB, Run #8
Time ( s )	Voltage ( V )
18,7250	0,701
18,7500	0,706
18,7750	0,708
18,8000	0,709
18,8250	0,707
18,8500	0,709
18,8750	0,710
18,9000	0,710
18,9250	0,707
18,9500	0,718
18,9750	0,718
19,0000	0,717
19,0250	0,717
19,0500	0,720
19,0750	0,720
19,1000	0,721
19,1250	0,721
19,1500	0,731
19,1750	0,732
19,2000	0,727
19,2250	0,726
19,2500	0,735
19,2750	0,735
19,3000	0,733
19,3250	0,732
19,3500	0,739
19,3750	0,735
19,4000	0,740
19,4250	0,740
19,4500	0,746
19,4750	0,747
19,5000	0,742
19,5250	0,742
19,5500	0,749
19,5750	0,748
19,6000	0,748
19,6250	0,746
19,6500	0,757
19,6750	0,756
19,7000	0,759
19,7250	0,758
19,7500	0,760
19,7750	0,761
19,8000	0,761
19,8250	0,759
19,8500	0,768
19,8750	0,770
19,9000	0,767
19,9250	0,767
19,9500	0,772
19,9750	0,772
20,0000	0,764
20,0250	0,765
20,0500	0,780
20,0750	0,780
20,1000	0,777
20,1250	0,776
20,1500	0,784
20,1750	0,782
20,2000	0,781
20,2250	0,782
20,2500	0,790
20,2750	0,791
20,3000	0,791
20,3250	0,792
20,3500	0,794
20,3750	0,794
20,4000	0,795
20,4250	0,793
20,4500	0,802
20,4750	0,806
20,5000	0,804
20,5250	0,803
20,5500	0,807
20,5750	0,805
20,6000	0,809
20,6250	0,809
20,6500	0,812
20,6750	0,812
20,7000	0,816
20,7250	0,815
20,7500	0,813
20,7750	0,814
20,8000	0,816
20,8250	0,817
20,8500	0,826
20,8750	0,828
20,9000	0,821
20,9250	0,820
20,9500	0,829
20,9750	0,828
21,0000	0,831
21,0250	0,831
21,0500	0,836
21,0750	0,837
21,1000	0,837
21,1250	0,839
21,1500	0,850
21,1750	0,850
21,2000	0,850
21,2250	0,850
21,2500	0,858
21,2750	0,860
21,3000	0,862
21,3250	0,862
21,3500	0,873
21,3750	0,873
21,4000	0,874
21,4250	0,875
21,4500	0,886
21,4750	0,884
21,5000	0,886
21,5250	0,886
21,5500	0,897
21,5750	0,900
21,6000	0,906
21,6250	0,906
21,6500	0,908
21,6750	0,908
21,7000	0,907
21,7250	0,907
21,7500	0,913
21,7750	0,913
21,8000	0,916
21,8250	0,914
21,8500	0,916
21,8750	0,916
21,9000	0,920
21,9250	0,921
21,9500	0,920
21,9750	0,921
22,0000	0,924
22,0250	0,925
22,0500	0,920
22,0750	0,920
22,1000	0,919
22,1250	0,919
22,1500	0,923
22,1750	0,923
22,2000	0,927
22,2250	0,927
22,2500	0,932
22,2750	0,933
22,3000	0,933
22,3250	0,933
22,3500	0,933
22,3750	0,933
22,4000	0,937
22,4250	0,940
22,4500	0,938
22,4750	0,939
22,5000	0,941
22,5250	0,941
22,5500	0,939
22,5750	0,940
22,6000	0,945
22,6250	0,945
22,6500	0,950
22,6750	0,951
22,7000	0,952
22,7250	0,952
22,7500	0,954
22,7750	0,956
22,8000	0,963
22,8250	0,962
22,8500	0,963
22,8750	0,964
22,9000	0,972
22,9250	0,970
22,9500	0,974
22,9750	0,974
23,0000	0,976
23,0250	0,977
23,0500	0,978
23,0750	0,977
23,1000	0,983
23,1250	0,983
23,1500	0,985
23,1750	0,985
23,2000	0,983
23,2250	0,982
23,2500	0,986
23,2750	0,987
23,3000	0,987
23,3250	0,988
23,3500	0,995
23,3750	0,995
23,4000	0,996
23,4250	0,995
23,4500	0,999
23,4750	1,000
23,5000	1,000
23,5250	0,999
23,5500	1,007
23,5750	1,006
23,6000	1,005
23,6250	1,007
23,6500	1,010
23,6750	1,011
23,7000	1,012
23,7250	1,013
23,7500	1,017
23,7750	1,019
23,8000	1,019
23,8250	1,019
23,8500	1,019
23,8750	1,019
23,9000	1,021
23,9250	1,021
23,9500	1,023
23,9750	1,034
24,0000	1,035
24,0250	1,033
24,0500	1,035
24,0750	1,034
24,1000	1,035
24,1250	1,033
24,1500	1,036
24,1750	1,041
24,2000	1,042
24,2250	1,044
24,2500	1,046
24,2750	1,047
24,3000	1,047
24,3250	1,053
24,3500	1,053
24,3750	1,055
24,4000	1,058
24,4250	1,055
24,4500	1,055
24,4750	1,069
24,5000	1,069
24,5250	1,068
24,5500	1,067
24,5750	1,069
24,6000	1,069
24,6250	1,069
24,6500	1,070
24,6750	1,085
24,7000	1,085
24,7250	1,077
24,7500	1,077
24,7750	1,081
24,8000	1,085
24,8250	1,080
24,8500	1,082
24,8750	1,091
24,9000	1,093
24,9250	1,096
24,9500	1,097
24,9750	1,101
25,0000	1,104
25,0250	1,101
25,0500	1,101
25,0750	1,111
25,1000	1,112
25,1250	1,107
25,1500	1,106
25,1750	1,113
25,2000	1,114
25,2250	1,110
25,2500	1,111
25,2750	1,121
25,3000	1,122
25,3250	1,116
25,3500	1,116
25,3750	1,132
25,4000	1,132
25,4250	1,124
25,4500	1,126
25,4750	1,133
25,5000	1,135
25,5250	1,130
25,5500	1,132
25,5750	1,144
25,6000	1,146
25,6250	1,138
25,6500	1,136
25,6750	1,147
25,7000	1,149
25,7250	1,143
25,7500	1,144
25,7750	1,154
25,8000	1,157
25,8250	1,152
25,8500	1,153
25,8750	1,165
25,9000	1,167
25,9250	1,161
25,9500	1,161
25,9750	1,172
26,0000	1,173
26,0250	1,171
26,0500	1,171
26,0750	1,178
26,1000	1,179
26,1250	1,173
26,1500	1,173
26,1750	1,187
26,2000	1,190
26,2250	1,185
26,2500	1,187
26,2750	1,192
26,3000	1,193
26,3250	1,190
26,3500	1,190
26,3750	1,202
26,4000	1,203
26,4250	1,200
26,4500	1,199
26,4750	1,205
26,5000	1,205
26,5250	1,202
26,5500	1,202
26,5750	1,216
26,6000	1,216
26,6250	1,218
26,6500	1,218
26,6750	1,224
26,7000	1,223
26,7250	1,217
26,7500	1,220
26,7750	1,227
26,8000	1,229
26,8250	1,228
26,8500	1,228
26,8750	1,238
26,9000	1,238
26,9250	1,235
26,9500	1,235
26,9750	1,240
27,0000	1,243
27,0250	1,241
27,0500	1,242
27,0750	1,257
27,1000	1,257
27,1250	1,252
27,1500	1,252
27,1750	1,260
27,2000	1,262
27,2250	1,256
27,2500	1,257
27,2750	1,268
27,3000	1,269
27,3250	1,268
27,3500	1,269
27,3750	1,276
27,4000	1,278
27,4250	1,271
27,4500	1,272
27,4750	1,289
27,5000	1,287
27,5250	1,281
27,5500	1,281
27,5750	1,283
27,6000	1,285
27,6250	1,291
27,6500	1,290
27,6750	1,299
27,7000	1,298
27,7250	1,290
27,7500	1,289
27,7750	1,304
27,8000	1,305
27,8250	1,302
27,8500	1,303
27,8750	1,309
27,9000	1,310
27,9250	1,310
27,9500	1,309
27,9750	1,328
28,0000	1,328
28,0250	1,323
28,0500	1,324
28,0750	1,328
28,1000	1,330
28,1250	1,327
28,1500	1,327
28,1750	1,337
28,2000	1,336
28,2250	1,337
28,2500	1,336
28,2750	1,342
28,3000	1,342
28,3250	1,338
28,3500	1,339
28,3750	1,352
28,4000	1,351
28,4250	1,356
28,4500	1,356
28,4750	1,359
28,5000	1,360
28,5250	1,356
28,5500	1,357
28,5750	1,373
28,6000	1,374
28,6250	1,370
28,6500	1,370
28,6750	1,375
28,7000	1,375
28,7250	1,373
28,7500	1,373
28,7750	1,379
28,8000	1,379
28,8250	1,387
28,8500	1,388
28,8750	1,393
28,9000	1,393
28,9250	1,393
28,9500	1,393
28,9750	1,393
29,0000	1,395
29,0250	1,400
29,0500	1,400
29,0750	1,403
29,1000	1,404
29,1250	1,412
29,1500	1,414
29,1750	1,414
29,2000	1,414
29,2250	1,414
29,2500	1,415
29,2750	1,422
29,3000	1,422
29,3250	1,423
29,3500	1,424
29,3750	1,427
29,4000	1,429
29,4250	1,429
29,4500	1,429
29,4750	1,443
29,5000	1,444
29,5250	1,443
29,5500	1,444
29,5750	1,449
29,6000	1,448
29,6250	1,447
29,6500	1,447
29,6750	1,455
29,7000	1,455
29,7250	1,449
29,7500	1,448
29,7750	1,463
29,8000	1,465
29,8250	1,466
29,8500	1,465
29,8750	1,471
29,9000	1,471
29,9250	1,473
29,9500	1,473
29,9750	1,479
30,0000	1,478
30,0250	1,480
30,0500	1,480
30,0750	1,485
30,1000	1,484
30,1250	1,483
30,1500	1,483
30,1750	1,499
30,2000	1,500
30,2250	1,496
30,2500	1,497
30,2750	1,498
30,3000	1,507
30,3250	1,506
30,3500	1,499
30,3750	1,500
30,4000	1,511
30,4250	1,511
30,4500	1,510
30,4750	1,509
30,5000	1,513
30,5250	1,515
30,5500	1,512
30,5750	1,512
30,6000	1,526
30,6250	1,528
30,6500	1,524
30,6750	1,525
30,7000	1,536
30,7250	1,537
30,7500	1,530
30,7750	1,533
30,8000	1,538
30,8250	1,540
30,8500	1,539
30,8750	1,539
30,9000	1,549
30,9250	1,548
30,9500	1,553
30,9750	1,552
31,0000	1,553
31,0250	1,553
31,0500	0,031
31,0750	0,033
31,1000	0,017
31,1250	0,020
31,1500	0,017
31,1750	0,018
31,2000	0,016
31,2250	0,019
31,2500	0,020
31,2750	0,020
31,3000	0,021
31,3250	0,021
31,3500	0,014
31,3750	0,015
31,4000	0,014
31,4250	0,016
31,4500	0,016
31,4750	0,016
31,5000	0,014
31,5250	0,015
31,5500	0,015
31,5750	0,018
31,6000	0,019
31,6250	0,020
31,6500	0,013
31,6750	0,015
31,7000	0,012
31,7250	0,013
31,7500	0,020
31,7750	0,021
31,8000	0,020
31,8250	0,020
31,8500	0,015
31,8750	0,015
31,9000	0,010
31,9250	0,012
31,9500	0,021
31,9750	0,021
32,0000	0,012
32,0250	0,013
32,0500	0,016
32,0750	0,016
32,1000	0,018
32,1250	0,020
32,1500	0,015
32,1750	0,018
32,2000	0,019
32,2250	0,020
32,2500	0,013
32,2750	0,015
32,3000	0,019
32,3250	0,020
32,3500	0,014
32,3750	0,015
32,4000	0,018
32,4250	0,018
32,4500	0,016
32,4750	0,017
32,5000	0,018
32,5250	0,020
32,5500	0,015
32,5750	0,017
32,6000	0,016
32,6250	0,019
32,6500	0,019
32,6750	0,019
32,7000	0,020
32,7250	0,022
32,7500	0,015
32,7750	0,015
32,8000	0,016
32,8250	0,018
32,8500	0,014
32,8750	0,016
32,9000	0,016
32,9250	0,020
32,9500	0,015
32,9750	0,016
33,0000	0,019
33,0250	0,019
33,0500	0,014
33,0750	0,015
33,1000	0,016
33,1250	0,018
33,1500	0,015
33,1750	0,018
33,2000	0,017
33,2250	0,019
33,2500	0,010
33,2750	0,012
33,3000	0,018
33,3250	0,020
33,3500	0,018
33,3750	0,020
33,4000	0,020
33,4250	0,020
33,4500	0,015
33,4750	0,016
33,5000	0,017
33,5250	0,019
33,5500	0,014
33,5750	0,016
33,6000	0,015
33,6250	0,017
33,6500	0,015
33,6750	0,016
33,7000	0,016
33,7250	0,016
33,7500	0,008
33,7750	0,009
33,8000	0,016
33,8250	0,017
33,8500	0,016
33,8750	0,016
33,9000	0,017
33,9250	0,018
33,9500	0,018
33,9750	0,020
34,0000	0,017
34,0250	0,018
34,0500	0,018
34,0750	0,020
34,1000	0,016
34,1250	0,020
34,1500	0,019
34,1750	0,019
34,2000	0,018
34,2250	0,020
34,2500	0,020
34,2750	0,022
34,3000	0,015
34,3250	0,015
34,3500	0,018
34,3750	0,018
34,4000	0,019
34,4250	0,021
34,4500	0,020
34,4750	0,019
34,5000	0,018
34,5250	0,019
34,5500	0,023
34,5750	0,023
34,6000	0,013
34,6250	0,015
34,6500	0,019
34,6750	0,020
34,7000	0,016
34,7250	0,018
34,7500	0,015
34,7750	0,017
34,8000	0,013
34,8250	0,016
34,8500	0,019
34,8750	0,021
34,9000	0,015
34,9250	0,015
34,9500	0,016
34,9750	0,020
35,0000	0,016
35,0250	0,017
35,0500	0,013
35,0750	0,013
35,1000	0,015
35,1250	0,018
35,1500	0,019
35,1750	0,020
35,2000	0,016
35,2250	0,017
35,2500	0,021
35,2750	0,020
35,3000	0,016
35,3250	0,016
35,3500	0,021
35,3750	0,023
35,4000	0,015
35,4250	0,017
35,4500	0,017
35,4750	0,019
35,5000	0,021
35,5250	0,023
35,5500	0,015
35,5750	0,016
35,6000	0,017
35,6250	0,019
35,6500	0,014
35,6750	0,015
35,7000	0,018
35,7250	0,018
35,7500	0,017
35,7750	0,018
35,8000	0,015
35,8250	0,018
35,8500	0,018
35,8750	0,016
35,9000	0,016
35,9250	0,020
35,9500	0,018
35,9750	0,016
36,0000	0,016
36,0250	0,021
36,0500	0,021
36,0750	0,016
36,1000	0,016
36,1250	0,020
36,1500	0,020
36,1750	0,019
36,2000	0,018
36,2250	0,020
36,2500	0,020
36,2750	0,014
36,3000	0,014
36,3250	0,017
36,3500	0,015
36,3750	0,016
36,4000	0,017
36,4250	0,021
36,4500	0,022
36,4750	0,016
36,5000	0,017
36,5250	0,023
36,5500	0,025
36,5750	0,018
36,6000	0,017
36,6250	0,020
36,6500	0,021
36,6750	0,015
36,7000	0,016
36,7250	0,020
36,7500	0,019
36,7750	0,017
36,8000	0,016
36,8250	0,017
36,8500	0,016
36,8750	0,015
36,9000	0,015
36,9250	0,023
36,9500	0,022
36,9750	0,018
37,0000	0,020
37,0250	0,014
37,0500	0,015
37,0750	0,021
37,1000	0,022
37,1250	0,016
37,1500	0,015
37,1750	0,020
37,2000	0,020
37,2250	0,015
37,2500	0,015
37,2750	0,020
37,3000	0,021
37,3250	0,016
37,3500	0,016
37,3750	0,020
37,4000	0,019
37,4250	0,015
37,4500	0,015
37,4750	0,022
37,5000	0,023
37,5250	0,016
37,5500	0,015
37,5750	0,016
37,6000	0,017
37,6250	0,018
37,6500	0,018
37,6750	0,021
37,7000	0,021
37,7250	0,018
37,7500	0,019
37,7750	0,018
37,8000	0,020
37,8250	0,019
37,8500	0,020
37,8750	0,020
37,9000	0,020
37,9250	0,016
37,9500	0,016
37,9750	0,017
38,0000	0,018
38,0250	0,016
38,0500	0,016
38,0750	0,018
38,1000	0,018
38,1250	0,020
38,1500	0,020
38,1750	0,019
38,2000	0,018
38,2250	0,016
38,2500	0,017
38,2750	0,018
38,3000	0,020
38,3250	0,017
38,3500	0,017
38,3750	0,021
38,4000	0,021
38,4250	0,015
38,4500	0,016
38,4750	0,022
38,5000	0,022
38,5250	0,015
38,5500	0,015
38,5750	0,017
38,6000	0,018
38,6250	0,013
38,6500	0,013
38,6750	0,013
